Country / territory of asylum/residence,Origin,Population type,Value
Congo,Burundi,Asylum-seekers,
Congo,Burkina Faso,Asylum-seekers,*
Congo,Central African Rep.,Asylum-seekers,
Congo,Central African Rep.,Asylum-seekers,95
Congo,Côte d'Ivoire,Asylum-seekers,66
Congo,Côte d'Ivoire,Asylum-seekers,
Congo,Cameroon,Asylum-seekers,
Congo,Cameroon,Asylum-seekers,*
Congo,Dem. Rep. of the Congo,Asylum-seekers,2380
Congo,Dem. Rep. of the Congo,Asylum-seekers,
Congo,Congo,Asylum-seekers,
Congo,Ethiopia,Asylum-seekers,*
Congo,Guinea,Asylum-seekers,9
Congo,Iran (Islamic Rep. of),Asylum-seekers,
Congo,Liberia,Asylum-seekers,5
Congo,Mali,Asylum-seekers,*
Congo,Mauritania,Asylum-seekers,55
Congo,Mauritania,Asylum-seekers,
Congo,Nigeria,Asylum-seekers,
Congo,Nigeria,Asylum-seekers,
Congo,Rwanda,Asylum-seekers,315
Congo,Rwanda,Asylum-seekers,
Congo,Sudan,Asylum-seekers,18
Congo,Senegal,Asylum-seekers,*
Congo,Sierra Leone,Asylum-seekers,6
Congo,Chad,Asylum-seekers,
Congo,Chad,Asylum-seekers,137
Congo,Togo,Asylum-seekers,*
Congo,Uganda,Asylum-seekers,
Colombia,Afghanistan,Asylum-seekers,*
Colombia,Angola,Asylum-seekers,*
Colombia,Benin,Asylum-seekers,
Colombia,Bangladesh,Asylum-seekers,*
Colombia,Bolivia (Plurinational State of),Asylum-seekers,*
Colombia,Brazil,Asylum-seekers,*
Colombia,Bhutan,Asylum-seekers,*
Colombia,China,Asylum-seekers,
Colombia,Congo,Asylum-seekers,
Colombia,Colombia,Asylum-seekers,
Colombia,Cuba,Asylum-seekers,84
Colombia,Ecuador,Asylum-seekers,*
Colombia,Eritrea,Asylum-seekers,7
Colombia,Ethiopia,Asylum-seekers,*
Colombia,Ghana,Asylum-seekers,*
Colombia,Honduras,Asylum-seekers,*
Colombia,Haiti,Asylum-seekers,*
Colombia,Hungary,Asylum-seekers,
Colombia,India,Asylum-seekers,*
Colombia,Iran (Islamic Rep. of),Asylum-seekers,
Colombia,Iraq,Asylum-seekers,
Colombia,Liberia,Asylum-seekers,
Colombia,Sri Lanka,Asylum-seekers,*
Colombia,Mali,Asylum-seekers,*
Colombia,Mauritania,Asylum-seekers,
Colombia,Nigeria,Asylum-seekers,*
Colombia,Nicaragua,Asylum-seekers,*
Colombia,Nepal,Asylum-seekers,10
Colombia,Pakistan,Asylum-seekers,10
Colombia,Peru,Asylum-seekers,
Colombia,Paraguay,Asylum-seekers,*
Colombia,Palestinian,Asylum-seekers,
Colombia,Romania,Asylum-seekers,
Colombia,Russian Federation,Asylum-seekers,*
Colombia,Rwanda,Asylum-seekers,*
Colombia,Sudan,Asylum-seekers,*
Colombia,Sierra Leone,Asylum-seekers,*
Colombia,El Salvador,Asylum-seekers,
Colombia,Somalia,Asylum-seekers,*
Colombia,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
Colombia,Syrian Arab Rep.,Asylum-seekers,*
Colombia,Tibetan,Asylum-seekers,*
Colombia,Turkey,Asylum-seekers,
Colombia,United States of America,Asylum-seekers,*
Colombia,Venezuela (Bolivarian Republic of),Asylum-seekers,41
Colombia,Stateless,Asylum-seekers,*
Cabo Verde,Cabo Verde,Asylum-seekers,
Costa Rica,Afghanistan,Asylum-seekers,
Costa Rica,Angola,Asylum-seekers,
Costa Rica,Argentina,Asylum-seekers,*
Costa Rica,Armenia,Asylum-seekers,*
Costa Rica,Bangladesh,Asylum-seekers,5
Costa Rica,Bulgaria,Asylum-seekers,
Costa Rica,Belarus,Asylum-seekers,
Costa Rica,Bolivia (Plurinational State of),Asylum-seekers,
Costa Rica,Brazil,Asylum-seekers,*
Costa Rica,Chile,Asylum-seekers,*
Costa Rica,China,Asylum-seekers,
Costa Rica,Côte d'Ivoire,Asylum-seekers,
Costa Rica,Cameroon,Asylum-seekers,7
Costa Rica,Dem. Rep. of the Congo,Asylum-seekers,
Costa Rica,Congo,Asylum-seekers,*
Costa Rica,Colombia,Asylum-seekers,208
Costa Rica,Costa Rica,Asylum-seekers,
Costa Rica,Cuba,Asylum-seekers,104
Costa Rica,Cyprus,Asylum-seekers,
Costa Rica,Czech Rep.,Asylum-seekers,*
Costa Rica,Germany,Asylum-seekers,
Costa Rica,Dominican Rep.,Asylum-seekers,5
Costa Rica,Ecuador,Asylum-seekers,*
Costa Rica,Egypt,Asylum-seekers,*
Costa Rica,Eritrea,Asylum-seekers,*
Costa Rica,Spain,Asylum-seekers,*
Costa Rica,Ethiopia,Asylum-seekers,*
Costa Rica,France,Asylum-seekers,*
Costa Rica,United Kingdom,Asylum-seekers,*
Costa Rica,Georgia,Asylum-seekers,
Costa Rica,Ghana,Asylum-seekers,13
Costa Rica,Guinea,Asylum-seekers,*
Costa Rica,Gambia,Asylum-seekers,*
Costa Rica,Guatemala,Asylum-seekers,10
Costa Rica,Honduras,Asylum-seekers,100
Costa Rica,Haiti,Asylum-seekers,9
Costa Rica,Hungary,Asylum-seekers,*
Costa Rica,India,Asylum-seekers,
Costa Rica,Iran (Islamic Rep. of),Asylum-seekers,5
Costa Rica,Israel,Asylum-seekers,5
Costa Rica,Italy,Asylum-seekers,*
Costa Rica,Jamaica,Asylum-seekers,*
Costa Rica,Rep. of Korea,Asylum-seekers,*
Costa Rica,Lebanon,Asylum-seekers,*
Costa Rica,Liberia,Asylum-seekers,
Costa Rica,Sri Lanka,Asylum-seekers,*
Costa Rica,Rep. of Moldova,Asylum-seekers,
Costa Rica,Mexico,Asylum-seekers,5
Costa Rica,Nigeria,Asylum-seekers,8
Costa Rica,Nicaragua,Asylum-seekers,6
Costa Rica,Nepal,Asylum-seekers,*
Costa Rica,Pakistan,Asylum-seekers,*
Costa Rica,Panama,Asylum-seekers,*
Costa Rica,Peru,Asylum-seekers,*
Costa Rica,Papua New Guinea,Asylum-seekers,*
Costa Rica,Romania,Asylum-seekers,*
Costa Rica,Russian Federation,Asylum-seekers,*
Costa Rica,Sudan,Asylum-seekers,
Costa Rica,Sierra Leone,Asylum-seekers,*
Costa Rica,El Salvador,Asylum-seekers,256
Costa Rica,Somalia,Asylum-seekers,6
Costa Rica,Slovenia,Asylum-seekers,*
Costa Rica,Syrian Arab Rep.,Asylum-seekers,*
Costa Rica,Turkey,Asylum-seekers,*
Costa Rica,Uganda,Asylum-seekers,
Costa Rica,Ukraine,Asylum-seekers,5
Costa Rica,Uruguay,Asylum-seekers,*
Costa Rica,United States of America,Asylum-seekers,*
Costa Rica,Uzbekistan,Asylum-seekers,
Costa Rica,Venezuela (Bolivarian Republic of),Asylum-seekers,70
Costa Rica,Various/Unknown,Asylum-seekers,909
Costa Rica,South Africa,Asylum-seekers,
Costa Rica,Zimbabwe,Asylum-seekers,*
Cuba,Afghanistan,Asylum-seekers,6
Cuba,Djibouti,Asylum-seekers,*
Cuba,Western Sahara,Asylum-seekers,
Cuba,Ethiopia,Asylum-seekers,
Cuba,Haiti,Asylum-seekers,
Cuba,Iran (Islamic Rep. of),Asylum-seekers,*
Cuba,Palestinian,Asylum-seekers,*
Cuba,Somalia,Asylum-seekers,*
Cuba,Syrian Arab Rep.,Asylum-seekers,*
Cuba,Yemen,Asylum-seekers,
Curaçao,Colombia,Asylum-seekers,13
Curaçao,Cuba,Asylum-seekers,27
Curaçao,Jamaica,Asylum-seekers,
Curaçao,Syrian Arab Rep.,Asylum-seekers,
Curaçao,Venezuela (Bolivarian Republic of),Asylum-seekers,*
Cayman Islands,Afghanistan,Asylum-seekers,
Cayman Islands,Cuba,Asylum-seekers,*
Cayman Islands,Cuba,Asylum-seekers,
Cayman Islands,Mexico,Asylum-seekers,
Cyprus,Afghanistan,Asylum-seekers,12
Cyprus,Angola,Asylum-seekers,*
Cyprus,Albania,Asylum-seekers,*
Cyprus,Armenia,Asylum-seekers,11
Cyprus,Burkina Faso,Asylum-seekers,*
Cyprus,Bangladesh,Asylum-seekers,35
Cyprus,Bosnia and Herzegovina,Asylum-seekers,
Cyprus,Belarus,Asylum-seekers,*
Cyprus,Central African Rep.,Asylum-seekers,*
Cyprus,China,Asylum-seekers,*
Cyprus,Côte d'Ivoire,Asylum-seekers,12
Cyprus,Cameroon,Asylum-seekers,28
Cyprus,Dem. Rep. of the Congo,Asylum-seekers,13
Cyprus,Congo,Asylum-seekers,*
Cyprus,Comoros,Asylum-seekers,8
Cyprus,Cuba,Asylum-seekers,*
Cyprus,Algeria,Asylum-seekers,*
Cyprus,Egypt,Asylum-seekers,220
Cyprus,Eritrea,Asylum-seekers,*
Cyprus,Ethiopia,Asylum-seekers,5
Cyprus,Georgia,Asylum-seekers,6
Cyprus,Ghana,Asylum-seekers,*
Cyprus,Guinea,Asylum-seekers,6
Cyprus,Gambia,Asylum-seekers,*
Cyprus,Croatia,Asylum-seekers,
Cyprus,Indonesia,Asylum-seekers,*
Cyprus,India,Asylum-seekers,39
Cyprus,Iran (Islamic Rep. of),Asylum-seekers,64
Cyprus,Iraq,Asylum-seekers,393
Cyprus,Israel,Asylum-seekers,*
Cyprus,Jordan,Asylum-seekers,29
Cyprus,Kazakhstan,Asylum-seekers,*
Cyprus,Kyrgyzstan,Asylum-seekers,
Cyprus,Lebanon,Asylum-seekers,13
Cyprus,Liberia,Asylum-seekers,*
Cyprus,Libya,Asylum-seekers,*
Cyprus,Sri Lanka,Asylum-seekers,53
Cyprus,Morocco,Asylum-seekers,*
Cyprus,Rep. of Moldova,Asylum-seekers,*
Cyprus,The former Yugoslav Republic of Macedonia,Asylum-seekers,
Cyprus,Mali,Asylum-seekers,6
Cyprus,Mongolia,Asylum-seekers,*
Cyprus,Nigeria,Asylum-seekers,18
Cyprus,Nepal,Asylum-seekers,*
Cyprus,Pakistan,Asylum-seekers,25
Cyprus,Philippines,Asylum-seekers,22
Cyprus,Palestinian,Asylum-seekers,51
Cyprus,Russian Federation,Asylum-seekers,23
Cyprus,Rwanda,Asylum-seekers,*
Cyprus,Sudan,Asylum-seekers,5
Cyprus,Senegal,Asylum-seekers,*
Cyprus,Sierra Leone,Asylum-seekers,*
Cyprus,Somalia,Asylum-seekers,34
Cyprus,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,*
Cyprus,Syrian Arab Rep.,Asylum-seekers,1109
Cyprus,Togo,Asylum-seekers,8
Cyprus,Tajikistan,Asylum-seekers,
Cyprus,Turkmenistan,Asylum-seekers,*
Cyprus,Tunisia,Asylum-seekers,*
Cyprus,Turkey,Asylum-seekers,43
Cyprus,Ukraine,Asylum-seekers,89
Cyprus,Uzbekistan,Asylum-seekers,
Cyprus,Viet Nam,Asylum-seekers,43
Cyprus,Stateless,Asylum-seekers,*
Cyprus,Yemen,Asylum-seekers,*
Cyprus,Zimbabwe,Asylum-seekers,*
Czech Rep.,Afghanistan,Asylum-seekers,7
Czech Rep.,Angola,Asylum-seekers,
Czech Rep.,Albania,Asylum-seekers,*
Czech Rep.,Armenia,Asylum-seekers,19
Czech Rep.,Azerbaijan,Asylum-seekers,*
Czech Rep.,Burundi,Asylum-seekers,
Czech Rep.,Burkina Faso,Asylum-seekers,*
Czech Rep.,Bangladesh,Asylum-seekers,*
Czech Rep.,Bulgaria,Asylum-seekers,*
Czech Rep.,Bosnia and Herzegovina,Asylum-seekers,*
Czech Rep.,Belarus,Asylum-seekers,9
Czech Rep.,China,Asylum-seekers,*
Czech Rep.,Côte d'Ivoire,Asylum-seekers,*
Czech Rep.,Cameroon,Asylum-seekers,*
Czech Rep.,Dem. Rep. of the Congo,Asylum-seekers,7
Czech Rep.,Congo,Asylum-seekers,*
Czech Rep.,Cuba,Asylum-seekers,15
Czech Rep.,Czech Rep.,Asylum-seekers,
Czech Rep.,Djibouti,Asylum-seekers,
Czech Rep.,Dominican Rep.,Asylum-seekers,*
Czech Rep.,Algeria,Asylum-seekers,*
Czech Rep.,Ecuador,Asylum-seekers,
Czech Rep.,Egypt,Asylum-seekers,*
Czech Rep.,Eritrea,Asylum-seekers,*
Czech Rep.,Ethiopia,Asylum-seekers,9
Czech Rep.,Georgia,Asylum-seekers,8
Czech Rep.,Ghana,Asylum-seekers,5
Czech Rep.,Guinea,Asylum-seekers,*
Czech Rep.,Gambia,Asylum-seekers,
Czech Rep.,Guinea-Bissau,Asylum-seekers,*
Czech Rep.,Croatia,Asylum-seekers,
Czech Rep.,India,Asylum-seekers,*
Czech Rep.,Iran (Islamic Rep. of),Asylum-seekers,*
Czech Rep.,Iraq,Asylum-seekers,12
Czech Rep.,Israel,Asylum-seekers,
Czech Rep.,Jordan,Asylum-seekers,
Czech Rep.,Kazakhstan,Asylum-seekers,*
Czech Rep.,Kyrgyzstan,Asylum-seekers,6
Czech Rep.,Lebanon,Asylum-seekers,*
Czech Rep.,Liberia,Asylum-seekers,*
Czech Rep.,Libya,Asylum-seekers,*
Czech Rep.,Sri Lanka,Asylum-seekers,*
Czech Rep.,Morocco,Asylum-seekers,*
Czech Rep.,Rep. of Moldova,Asylum-seekers,7
Czech Rep.,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Czech Rep.,Mali,Asylum-seekers,*
Czech Rep.,Myanmar,Asylum-seekers,*
Czech Rep.,Mongolia,Asylum-seekers,*
Czech Rep.,Niger,Asylum-seekers,*
Czech Rep.,Nigeria,Asylum-seekers,13
Czech Rep.,Nepal,Asylum-seekers,*
Czech Rep.,Pakistan,Asylum-seekers,*
Czech Rep.,Philippines,Asylum-seekers,*
Czech Rep.,Poland,Asylum-seekers,*
Czech Rep.,Dem. People's Rep. of Korea,Asylum-seekers,*
Czech Rep.,Palestinian,Asylum-seekers,
Czech Rep.,Romania,Asylum-seekers,
Czech Rep.,Russian Federation,Asylum-seekers,19
Czech Rep.,Rwanda,Asylum-seekers,
Czech Rep.,Saudi Arabia,Asylum-seekers,
Czech Rep.,Sudan,Asylum-seekers,*
Czech Rep.,Senegal,Asylum-seekers,*
Czech Rep.,Sierra Leone,Asylum-seekers,*
Czech Rep.,Somalia,Asylum-seekers,*
Czech Rep.,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,9
Czech Rep.,Slovakia,Asylum-seekers,*
Czech Rep.,Syrian Arab Rep.,Asylum-seekers,54
Czech Rep.,Chad,Asylum-seekers,
Czech Rep.,Togo,Asylum-seekers,*
Czech Rep.,Thailand,Asylum-seekers,*
Czech Rep.,Tajikistan,Asylum-seekers,
Czech Rep.,Turkmenistan,Asylum-seekers,
Czech Rep.,Tunisia,Asylum-seekers,*
Czech Rep.,Turkey,Asylum-seekers,6
Czech Rep.,Uganda,Asylum-seekers,
Czech Rep.,Ukraine,Asylum-seekers,174
Czech Rep.,Uzbekistan,Asylum-seekers,*
Czech Rep.,Venezuela (Bolivarian Republic of),Asylum-seekers,*
Czech Rep.,Viet Nam,Asylum-seekers,28
Czech Rep.,Stateless,Asylum-seekers,22
Czech Rep.,Various/Unknown,Asylum-seekers,
Czech Rep.,Yemen,Asylum-seekers,*
Czech Rep.,South Africa,Asylum-seekers,
Czech Rep.,Zimbabwe,Asylum-seekers,*
Germany,Afghanistan,Asylum-seekers,19023
Germany,Angola,Asylum-seekers,236
Germany,Albania,Asylum-seekers,6985
Germany,United Arab Emirates,Asylum-seekers,*
Germany,Argentina,Asylum-seekers,*
Germany,Armenia,Asylum-seekers,3338
Germany,Australia,Asylum-seekers,*
Germany,Austria,Asylum-seekers,*
Germany,Azerbaijan,Asylum-seekers,2379
Germany,Burundi,Asylum-seekers,22
Germany,Belgium,Asylum-seekers,*
Germany,Benin,Asylum-seekers,325
Germany,Burkina Faso,Asylum-seekers,262
Germany,Bangladesh,Asylum-seekers,1282
Germany,Bulgaria,Asylum-seekers,34
Germany,Bahrain,Asylum-seekers,29
Germany,Bahamas,Asylum-seekers,*
Germany,Bosnia and Herzegovina,Asylum-seekers,5541
Germany,Belarus,Asylum-seekers,142
Germany,Bolivia (Plurinational State of),Asylum-seekers,*
Germany,Brazil,Asylum-seekers,16
Germany,Barbados,Asylum-seekers,
Germany,Bhutan,Asylum-seekers,21
Germany,Botswana,Asylum-seekers,9
Germany,Central African Rep.,Asylum-seekers,40
Germany,Canada,Asylum-seekers,*
Germany,Switzerland,Asylum-seekers,*
Germany,Chile,Asylum-seekers,*
Germany,China,Asylum-seekers,886
Germany,Côte d'Ivoire,Asylum-seekers,443
Germany,Cameroon,Asylum-seekers,1030
Germany,Dem. Rep. of the Congo,Asylum-seekers,665
Germany,Congo,Asylum-seekers,120
Germany,Colombia,Asylum-seekers,54
Germany,Comoros,Asylum-seekers,*
Germany,Cabo Verde,Asylum-seekers,
Germany,Costa Rica,Asylum-seekers,
Germany,Cuba,Asylum-seekers,104
Germany,Cyprus,Asylum-seekers,*
Germany,Czech Rep.,Asylum-seekers,15
Germany,Germany,Asylum-seekers,
Germany,Djibouti,Asylum-seekers,13
Germany,Dominican Rep.,Asylum-seekers,6
Germany,Algeria,Asylum-seekers,2263
Germany,Ecuador,Asylum-seekers,*
Germany,Egypt,Asylum-seekers,2842
Germany,Eritrea,Asylum-seekers,15819
Germany,Spain,Asylum-seekers,23
Germany,Estonia,Asylum-seekers,*
Germany,Ethiopia,Asylum-seekers,2115
Germany,Finland,Asylum-seekers,*
Germany,France,Asylum-seekers,*
Germany,Gabon,Asylum-seekers,10
Germany,United Kingdom,Asylum-seekers,*
Germany,Georgia,Asylum-seekers,3476
Germany,Ghana,Asylum-seekers,1695
Germany,Guinea,Asylum-seekers,2218
Germany,Gambia,Asylum-seekers,2416
Germany,Guinea-Bissau,Asylum-seekers,357
Germany,Equatorial Guinea,Asylum-seekers,9
Germany,Greece,Asylum-seekers,6
Germany,Guatemala,Asylum-seekers,13
Germany,"China, Macao SAR",Asylum-seekers,*
Germany,Honduras,Asylum-seekers,9
Germany,Croatia,Asylum-seekers,34
Germany,Haiti,Asylum-seekers,7
Germany,Hungary,Asylum-seekers,17
Germany,Indonesia,Asylum-seekers,5
Germany,India,Asylum-seekers,2357
Germany,Iran (Islamic Rep. of),Asylum-seekers,7632
Germany,Iraq,Asylum-seekers,10360
Germany,Israel,Asylum-seekers,46
Germany,Italy,Asylum-seekers,22
Germany,Jamaica,Asylum-seekers,21
Germany,Jordan,Asylum-seekers,175
Germany,Japan,Asylum-seekers,*
Germany,Kazakhstan,Asylum-seekers,188
Germany,Kenya,Asylum-seekers,368
Germany,Kyrgyzstan,Asylum-seekers,171
Germany,Cambodia,Asylum-seekers,28
Germany,Rep. of Korea,Asylum-seekers,8
Germany,Kuwait,Asylum-seekers,*
Germany,Lao People's Dem. Rep.,Asylum-seekers,*
Germany,Lebanon,Asylum-seekers,1176
Germany,Liberia,Asylum-seekers,109
Germany,Libya,Asylum-seekers,786
Germany,Saint Lucia,Asylum-seekers,
Germany,Sri Lanka,Asylum-seekers,1308
Germany,Lithuania,Asylum-seekers,*
Germany,Luxembourg,Asylum-seekers,*
Germany,Latvia,Asylum-seekers,6
Germany,Morocco,Asylum-seekers,1557
Germany,Rep. of Moldova,Asylum-seekers,299
Germany,Madagascar,Asylum-seekers,*
Germany,Mexico,Asylum-seekers,6
Germany,The former Yugoslav Republic of Macedonia,Asylum-seekers,7087
Germany,Mali,Asylum-seekers,802
Germany,Myanmar,Asylum-seekers,148
Germany,Montenegro,Asylum-seekers,1008
Germany,Mongolia,Asylum-seekers,511
Germany,Mozambique,Asylum-seekers,7
Germany,Mauritania,Asylum-seekers,114
Germany,Mauritius,Asylum-seekers,*
Germany,Malawi,Asylum-seekers,*
Germany,Malaysia,Asylum-seekers,*
Germany,Namibia,Asylum-seekers,*
Germany,Niger,Asylum-seekers,159
Germany,Nigeria,Asylum-seekers,5978
Germany,Nicaragua,Asylum-seekers,*
Germany,Netherlands,Asylum-seekers,8
Germany,Norway,Asylum-seekers,
Germany,Nepal,Asylum-seekers,58
Germany,New Zealand,Asylum-seekers,
Germany,Oman,Asylum-seekers,*
Germany,Pakistan,Asylum-seekers,9125
Germany,Panama,Asylum-seekers,
Germany,Peru,Asylum-seekers,9
Germany,Philippines,Asylum-seekers,19
Germany,Palau,Asylum-seekers,*
Germany,Poland,Asylum-seekers,21
Germany,Dem. People's Rep. of Korea,Asylum-seekers,86
Germany,Portugal,Asylum-seekers,*
Germany,Paraguay,Asylum-seekers,
Germany,Palestinian,Asylum-seekers,402
Germany,Romania,Asylum-seekers,21
Germany,Russian Federation,Asylum-seekers,12677
Germany,Rwanda,Asylum-seekers,67
Germany,Saudi Arabia,Asylum-seekers,*
Germany,Sudan,Asylum-seekers,1022
Germany,Senegal,Asylum-seekers,1173
Germany,Singapore,Asylum-seekers,
Germany,Solomon Islands,Asylum-seekers,*
Germany,Sierra Leone,Asylum-seekers,477
Germany,El Salvador,Asylum-seekers,11
Germany,Somalia,Asylum-seekers,8386
Germany,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,27788
Germany,South Sudan,Asylum-seekers,50
Germany,Sao Tome and Principe,Asylum-seekers,*
Germany,Suriname,Asylum-seekers,*
Germany,Slovakia,Asylum-seekers,*
Germany,Slovenia,Asylum-seekers,*
Germany,Sweden,Asylum-seekers,*
Germany,Swaziland,Asylum-seekers,*
Germany,Seychelles,Asylum-seekers,*
Germany,Syrian Arab Rep.,Asylum-seekers,29591
Germany,Chad,Asylum-seekers,269
Germany,Togo,Asylum-seekers,332
Germany,Thailand,Asylum-seekers,*
Germany,Tajikistan,Asylum-seekers,424
Germany,Turkmenistan,Asylum-seekers,425
Germany,Tonga,Asylum-seekers,
Germany,Tunisia,Asylum-seekers,664
Germany,Turkey,Asylum-seekers,3815
Germany,United Rep. of Tanzania,Asylum-seekers,65
Germany,Uganda,Asylum-seekers,152
Germany,Ukraine,Asylum-seekers,2772
Germany,Uruguay,Asylum-seekers,
Germany,United States of America,Asylum-seekers,17
Germany,Uzbekistan,Asylum-seekers,53
Germany,Venezuela (Bolivarian Republic of),Asylum-seekers,17
Germany,British Virgin Islands,Asylum-seekers,*
Germany,Viet Nam,Asylum-seekers,825
Germany,Stateless,Asylum-seekers,1173
Germany,Various/Unknown,Asylum-seekers,5011
Germany,Yemen,Asylum-seekers,266
Germany,South Africa,Asylum-seekers,10
Germany,Zambia,Asylum-seekers,6
Germany,Zimbabwe,Asylum-seekers,38
Djibouti,Burundi,Asylum-seekers,*
Djibouti,Bangladesh,Asylum-seekers,
Djibouti,Côte d'Ivoire,Asylum-seekers,*
Djibouti,Dem. Rep. of the Congo,Asylum-seekers,*
Djibouti,Eritrea,Asylum-seekers,937
Djibouti,Ethiopia,Asylum-seekers,2788
Djibouti,Iraq,Asylum-seekers,*
Djibouti,Kenya,Asylum-seekers,
Djibouti,Madagascar,Asylum-seekers,*
Djibouti,Philippines,Asylum-seekers,
Djibouti,Sudan,Asylum-seekers,*
Djibouti,Somalia,Asylum-seekers,62
Djibouti,Syrian Arab Rep.,Asylum-seekers,*
Djibouti,Yemen,Asylum-seekers,25
Denmark,Afghanistan,Asylum-seekers,144
Denmark,Angola,Asylum-seekers,
Denmark,Albania,Asylum-seekers,7
Denmark,Armenia,Asylum-seekers,53
Denmark,Azerbaijan,Asylum-seekers,17
Denmark,Burundi,Asylum-seekers,*
Denmark,Benin,Asylum-seekers,*
Denmark,Burkina Faso,Asylum-seekers,*
Denmark,Bangladesh,Asylum-seekers,13
Denmark,Bulgaria,Asylum-seekers,*
Denmark,Bahrain,Asylum-seekers,*
Denmark,Bosnia and Herzegovina,Asylum-seekers,*
Denmark,Belarus,Asylum-seekers,10
Denmark,Bhutan,Asylum-seekers,
Denmark,Central African Rep.,Asylum-seekers,*
Denmark,Canada,Asylum-seekers,*
Denmark,Chile,Asylum-seekers,*
Denmark,China,Asylum-seekers,7
Denmark,Côte d'Ivoire,Asylum-seekers,*
Denmark,Cameroon,Asylum-seekers,*
Denmark,Dem. Rep. of the Congo,Asylum-seekers,16
Denmark,Congo,Asylum-seekers,*
Denmark,Colombia,Asylum-seekers,*
Denmark,Cuba,Asylum-seekers,*
Denmark,Djibouti,Asylum-seekers,
Denmark,Denmark,Asylum-seekers,
Denmark,Dominican Rep.,Asylum-seekers,*
Denmark,Algeria,Asylum-seekers,5
Denmark,Ecuador,Asylum-seekers,*
Denmark,Egypt,Asylum-seekers,13
Denmark,Eritrea,Asylum-seekers,1268
Denmark,Spain,Asylum-seekers,*
Denmark,Ethiopia,Asylum-seekers,38
Denmark,United Kingdom,Asylum-seekers,*
Denmark,Georgia,Asylum-seekers,22
Denmark,Ghana,Asylum-seekers,6
Denmark,Guinea,Asylum-seekers,*
Denmark,Gambia,Asylum-seekers,*
Denmark,Guinea-Bissau,Asylum-seekers,*
Denmark,Greece,Asylum-seekers,*
Denmark,Guatemala,Asylum-seekers,*
Denmark,Croatia,Asylum-seekers,*
Denmark,Indonesia,Asylum-seekers,
Denmark,India,Asylum-seekers,8
Denmark,Iran (Islamic Rep. of),Asylum-seekers,117
Denmark,Iraq,Asylum-seekers,75
Denmark,Israel,Asylum-seekers,*
Denmark,Jordan,Asylum-seekers,8
Denmark,Kazakhstan,Asylum-seekers,*
Denmark,Kenya,Asylum-seekers,7
Denmark,Kyrgyzstan,Asylum-seekers,*
Denmark,Cambodia,Asylum-seekers,
Denmark,Rep. of Korea,Asylum-seekers,
Denmark,Kuwait,Asylum-seekers,*
Denmark,Lebanon,Asylum-seekers,20
Denmark,Liberia,Asylum-seekers,*
Denmark,Libya,Asylum-seekers,7
Denmark,Sri Lanka,Asylum-seekers,7
Denmark,Lithuania,Asylum-seekers,*
Denmark,Latvia,Asylum-seekers,*
Denmark,Morocco,Asylum-seekers,10
Denmark,Rep. of Moldova,Asylum-seekers,*
Denmark,Mexico,Asylum-seekers,*
Denmark,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Denmark,Mali,Asylum-seekers,*
Denmark,Myanmar,Asylum-seekers,32
Denmark,Montenegro,Asylum-seekers,*
Denmark,Mongolia,Asylum-seekers,*
Denmark,Mauritania,Asylum-seekers,*
Denmark,Mauritius,Asylum-seekers,*
Denmark,Malawi,Asylum-seekers,*
Denmark,Malaysia,Asylum-seekers,*
Denmark,Namibia,Asylum-seekers,*
Denmark,Niger,Asylum-seekers,*
Denmark,Nigeria,Asylum-seekers,18
Denmark,Nicaragua,Asylum-seekers,*
Denmark,Netherlands,Asylum-seekers,*
Denmark,Norway,Asylum-seekers,*
Denmark,Nepal,Asylum-seekers,*
Denmark,Oman,Asylum-seekers,*
Denmark,Pakistan,Asylum-seekers,20
Denmark,Peru,Asylum-seekers,*
Denmark,Philippines,Asylum-seekers,*
Denmark,Poland,Asylum-seekers,*
Denmark,Dem. People's Rep. of Korea,Asylum-seekers,7
Denmark,Portugal,Asylum-seekers,*
Denmark,Palestinian,Asylum-seekers,
Denmark,Romania,Asylum-seekers,*
Denmark,Russian Federation,Asylum-seekers,198
Denmark,Rwanda,Asylum-seekers,*
Denmark,Saudi Arabia,Asylum-seekers,*
Denmark,Sudan,Asylum-seekers,20
Denmark,Senegal,Asylum-seekers,*
Denmark,Sierra Leone,Asylum-seekers,*
Denmark,Somalia,Asylum-seekers,229
Denmark,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,15
Denmark,Sweden,Asylum-seekers,*
Denmark,Syrian Arab Rep.,Asylum-seekers,1468
Denmark,Chad,Asylum-seekers,*
Denmark,Togo,Asylum-seekers,*
Denmark,Thailand,Asylum-seekers,*
Denmark,Tajikistan,Asylum-seekers,*
Denmark,Tunisia,Asylum-seekers,6
Denmark,Turkey,Asylum-seekers,*
Denmark,United Rep. of Tanzania,Asylum-seekers,*
Denmark,Uganda,Asylum-seekers,17
Denmark,Ukraine,Asylum-seekers,46
Denmark,United States of America,Asylum-seekers,*
